ID,ideology,leadership,name,party,description,introduced_bills_119,cosponsored_bills_119,unique_cosponsors_119,total_cosponsors_119
412688,0.3210700574719393,0.5627259039980282,Correa,Democrat,rank-and-file Democrat,15,230,108,140
400618,0.3719691646132122,0.4971609550076344,Costa,Democrat,centrist Democrat,26,369,137,215
412721,0.4748784448326656,0.9254448054734224,Fitzpatrick,Republican,centrist Republican leader,67,932,307,1202
412714,0.47777440128568144,0.8216290861920279,Gottheimer,Democrat,centrist Democratic leader,53,609,207,557
400162,0.09252615211753058,0.6569317566085693,Grijalva [AZ7],Democrat,progressive Democrat,2,122,1,1
400263,0.12052553023835547,0.6175460524591916,McGovern,Democrat,progressive Democrat,24,371,133,230
412560,0.15561202048749817,0.7896369889138843,Meng,Democrat,progressive Democratic leader,24,259,175,523
412795,0.47945635240053436,0.7352631610913716,Pappas,Democrat,centrist Democratic leader,36,258,176,305
412695,0.3049788513642207,0.38656574518261894,Soto,Democrat,rank-and-file Democrat,12,352,61,82
412644,0.07559803840739991,0.755803965909907,Watson Coleman,Democrat,progressive Democratic leader,33,413,208,760
400004,0.6448689425692645,0.4870584412598626,Aderholt,Republican,rank-and-file Republican,11,124,147,230
412625,0.7199083526959924,0.5193849313466613,Allen,Republican,rank-and-file Republican,18,101,75,82
412726,0.649422320142938,0.9115020306895139,Arrington,Republican,moderate Republican leader,51,76,370,634
412747,0.6852107911954533,0.561764477411364,Balderson,Republican,rank-and-file Republican,20,134,136,184
456842,0.5954566626419378,0.12769011398338181,Bentz,Republican,moderate Republican follower,7,73,18,18
412250,0.7129092602528467,0.9393269301053381,Bilirakis,Republican,moderate Republican leader,23,228,403,849
412629,0.7643038554252448,0.7287032212281753,Bost,Republican,conservative Republican leader,22,217,192,337
412622,0.7816455066336847,0.8232907467457075,Carter [GA1],Republican,conservative Republican leader,53,282,230,411
456813,0.6961992456915135,0.7624588232289393,Clyde,Republican,moderate Republican leader,29,125,117,273
456808,0.8909127377154101,0.5444329171397174,Donalds,Republican,conservative Republican,21,189,70,91
412639,0.6115895039902852,0.6919527753498755,Emmer,Republican,rank-and-file Republican,8,23,207,293
412735,0.649361803393255,0.6409532734729205,Estes,Republican,rank-and-file Republican,12,96,178,264
412773,0.6790862843097126,0.25782667182832536,Fulcher,Republican,rank-and-file Republican,15,148,13,16
456809,0.6739139961200624,0.3724217982503401,Gimenez,Republican,rank-and-file Republican,7,109,18,20
412278,0.6335007538091131,0.43204696230849404,Guthrie,Republican,rank-and-file Republican,5,74,10,10
412706,0.6306533164275795,0.6586599278997822,Johnson [LA4],Republican,rank-and-file Republican,1,3,196,196
412295,0.621630449083005,0.7776255728739553,McClintock,Republican,moderate Republican leader,21,48,242,330
412837,0.6923080721933338,0.658074982777671,Miller [WV1],Republican,rank-and-file Republican,22,179,147,233
412660,0.7062345355636825,0.7534831108120894,Newhouse,Republican,moderate Republican leader,23,157,196,387
412608,0.6551588561966821,0.5162546857832022,Palmer,Republican,rank-and-file Republican,12,106,151,194
412569,0.743476706404014,0.4688987815044144,Perry,Republican,conservative Republican,20,132,53,82
456846,0.7775900816240466,0.8480104106309759,Pfluger,Republican,conservative Republican leader,49,214,204,503
412792,0.7415275306538477,0.7568174880568823,Stauber,Republican,moderate Republican leader,18,235,327,427
412548,0.6322531195737942,0.8651130883733298,Wagner,Republican,moderate Republican leader,13,103,375,532
412213,0.6509776582922976,0.6311882022775998,Walberg,Republican,rank-and-file Republican,17,75,74,91
412574,1.0,0.6566464351870226,Weber,Republican,conservative Republican,15,402,88,118
400360,0.057511334215085794,0.8740987700374254,Schakowsky,Democrat,progressive Democratic leader,28,395,136,381
412576,0.2485395821667404,0.5465344866968695,Castro,Democrat,rank-and-file Democrat,18,183,121,211
412236,0.18967770761746805,0.7393325635943137,Cohen,Democrat,moderate Democratic leader,47,446,157,323
400093,0.15036162142883375,0.6749545353586119,Davis [IL7],Democrat,progressive Democrat,13,383,164,287
400103,0.2418195853669328,0.9006158580294413,DeLauro,Democrat,moderate Democratic leader,23,148,237,1301
400111,0.2246578520619458,0.7860114280843035,Doggett,Democrat,moderate Democratic leader,17,325,189,623
412825,0.21809982605757877,0.5053186413461751,Escobar,Democrat,rank-and-file Democrat,11,208,114,130
412718,0.11492052853016249,0.7154904853854914,Espaillat,Democrat,progressive Democratic leader,43,215,207,340
412774,0.08119304004961997,0.42516500089003273,García,Democrat,progressive Democrat,2,333,37,44
412827,0.16131599567730315,0.66146981606661,Garcia [TX29],Democrat,progressive Democrat,10,269,218,501
456804,0.16943924620110587,0.6286127555993373,Jacobs,Democrat,progressive Democrat,19,262,176,391
412730,0.10894963221205273,0.8365583232573587,Jayapal,Democrat,progressive Democratic leader,27,387,193,1230
400211,0.3148812281331263,0.5968340918912176,Kaptur,Democrat,rank-and-file Democrat,10,138,61,76
412684,0.18878077052460257,0.5483599700113388,Khanna,Democrat,rank-and-file Democrat,24,351,71,115
412701,0.2507045727567376,0.6480290955586788,Krishnamoorthi,Democrat,rank-and-file Democrat,29,489,178,352
412749,0.30689661756145237,0.6393288219206611,Morelle,Democrat,rank-and-file Democrat,23,213,214,348
412804,0.12105023941133905,0.437716403872368,Ocasio-Cortez,Democrat,progressive Democrat,6,300,43,48
412791,0.12362053810270758,0.5793875474551508,Omar,Democrat,progressive Democrat,14,314,107,260
412307,0.21558039650530753,0.42234983719031044,Pingree,Democrat,rank-and-file Democrat,17,373,80,121
412585,0.1612433043735062,0.6951133826691311,Pocan,Democrat,progressive Democratic leader,16,389,170,457
412782,0.11805047021161297,0.7524051845284818,Pressley,Democrat,progressive Democratic leader,22,183,218,790
412708,0.15693728616809544,0.6180480092865406,Raskin,Democrat,progressive Democrat,15,228,168,375
412717,0.37835108589851313,0.7030971486267124,Suozzi,Democrat,centrist Democratic leader,17,398,117,163
412319,0.19591958627383746,0.7119238477914756,Tonko,Democrat,moderate Democratic leader,16,434,198,292
456838,0.22970691239931354,0.5232245107385282,Torres [NY15],Democrat,rank-and-file Democrat,37,260,83,117
400422,0.20083191823083366,0.6150854677088317,Waters,Democrat,rank-and-file Democrat,31,168,119,397
412317,0.6643128681994669,0.7048761329501216,Thompson [PA15],Republican,rank-and-file Republican,30,164,196,328
412272,0.2113580104764537,0.8525688579083772,Connolly,Democrat,moderate Democratic leader,27,154,195,582
412607,0.19056138698834327,0.7072271669499175,Adams,Democrat,moderate Democratic leader,15,228,142,325
412677,0.11860522781245163,0.3556291758279621,Evans [PA3],Democrat,progressive Democrat,9,399,89,127
412199,0.09593969988767533,0.7934143459478288,Johnson [GA4],Democrat,progressive Democratic leader,15,621,192,513
400259,0.18484309267504945,0.40593080434691875,McCollum,Democrat,progressive Democrat,7,271,67,87
400363,0.27630062928632004,0.5828605382750516,Scott [GA13],Democrat,rank-and-file Democrat,17,156,122,247
412318,0.2177714645456029,0.6835655824766602,Titus,Democrat,moderate Democratic leader,31,533,202,467
412617,0.2539575552949383,0.6202328060752814,Torres [CA35],Democrat,rank-and-file Democrat,32,178,150,256
412522,0.17341139370449632,0.40137916365533616,Vargas,Democrat,progressive Democrat,8,290,71,111
412815,0.7111070718290118,0.23748207054072198,Timmons,Republican,moderate Republican follower,11,117,45,50
400663,0.2335597428750158,0.6439454669813631,Matsui,Democrat,rank-and-file Democrat,18,255,106,193
400069,0.31153994349058495,0.3369166377539257,Case,Democrat,rank-and-file Democrat,25,289,63,122
412505,0.2534414364840321,0.688869684546962,DelBene,Democrat,moderate Democratic leader,9,382,147,223
412637,0.2636509209868765,0.7838860642913356,Dingell,Democrat,moderate Democratic leader,41,404,219,507
412810,0.4156007775458827,0.6204707206956861,Houlahan,Democrat,centrist Democrat,23,247,149,256
400623,0.2786539770469309,0.7836162249451911,Wasserman Schultz,Democrat,moderate Democratic leader,14,265,245,345
412819,0.6740337804641378,0.5905104213619476,Green [TN7],Republican,rank-and-file Republican,23,81,79,105
407672,0.20559495060517838,0.4027806646712293,Mfume,Democrat,rank-and-file Democrat,10,208,58,150
412789,0.38269074480269955,0.42976484840955964,Craig,Democrat,centrist Democrat,14,451,44,53
412616,0.19666530981885683,0.6682566130386549,Lieu,Democrat,rank-and-file Democrat,30,411,177,338
412514,0.24553608043045547,0.4251327068548944,Swalwell,Democrat,rank-and-file Democrat,8,275,138,192
412255,0.6762694340564754,0.6569047716271459,Wittman,Republican,rank-and-file Republican,18,197,249,359
412396,0.2676756689897101,0.8764137109287309,Sewell,Democrat,moderate Democratic leader,9,406,229,388
400411,0.5177201365761208,0.2915614914589423,Turner [OH10],Republican,centrist Republican,7,121,72,77
400189,0.32406311880145394,0.04733316112369143,Hoyer,Democrat,moderate Democratic follower,0,97,0,0
412657,0.2074920878077049,0.803737529060854,Beyer,Democrat,moderate Democratic leader,31,252,252,646
412500,0.5732206674076209,0.19194637838641854,Amodei,Republican,moderate Republican follower,8,107,25,29
412777,0.757466735065425,0.487711478302553,Baird,Republican,conservative Republican,8,150,83,106
412565,0.19732712096096972,0.5361596277340122,Beatty,Democrat,rank-and-file Democrat,13,266,132,306
412709,0.6806368370838027,0.6887408908383447,Bergman,Republican,rank-and-file Republican,17,195,191,308
412652,0.28736886116290167,0.6167299238961037,Boyle,Democrat,rank-and-file Democrat,14,201,193,283
456863,0.20026764185222687,0.5076253872062843,Brown,Democrat,rank-and-file Democrat,14,252,160,419
400057,0.6413899849915956,0.5409702572098967,Calvert,Republican,rank-and-file Republican,20,149,82,108
456864,0.6368198201996078,0.5685922868449056,Carey,Republican,rank-and-file Republican,18,168,176,271
456860,0.24260281444438905,0.3180709890111114,Carter [LA2],Democrat,rank-and-file Democrat,13,377,52,77
400077,0.5571125131048157,0.37448974322431344,Cole,Republican,centrist Republican,9,70,33,38
412676,0.569077042417139,0.5448273906953254,Comer,Republican,rank-and-file Republican,6,64,32,46
412400,0.6821730361674907,0.5471524357844617,Crawford,Republican,rank-and-file Republican,12,76,47,55
412820,0.8114407720122161,0.5088422564155993,Crenshaw,Republican,conservative Republican,20,246,99,134
400657,0.5037252949754975,0.38457108460112815,Cuellar,Democrat,centrist Democrat,1,134,4,4
412780,0.3695375157684199,0.5709891074874857,Davids,Democrat,centrist Democrat,14,321,124,143
412675,0.6847277860234753,0.6688510829755814,Davidson,Republican,rank-and-file Republican,36,127,197,282
412477,0.6634655188350507,0.22290356552444449,DesJarlais,Republican,moderate Republican follower,1,70,1,1
412691,0.7202959184212173,0.5662097919136116,Dunn,Republican,rank-and-file Republican,21,130,208,296
456862,0.7312222015870681,0.08061233507029822,Ellzey,Republican,moderate Republican follower,4,143,1,1
456845,0.7437890553770877,0.3905039793656026,Fallon,Republican,conservative Republican,15,137,49,64
456818,0.7540003330278322,0.781584939369434,Feenstra,Republican,conservative Republican leader,30,187,261,518
456869,0.7720320440228715,0.45498708432336193,Finstad,Republican,conservative Republican,23,245,79,119
456868,0.6227110901410066,0.2737362564687836,Flood,Republican,rank-and-file Republican,22,146,76,113
400643,0.6242206886835573,0.6209494301144434,Foxx,Republican,rank-and-file Republican,21,70,83,109
456807,0.7723262491258213,0.5012746117354552,Franklin,Republican,conservative Republican,10,156,51,90
456836,0.6196798625320412,0.7689835079712822,Garbarino,Republican,moderate Republican leader,31,181,270,606
412842,0.5166587384712742,0.49226584833098225,Golden,Democrat,centrist Democrat,11,163,237,254
456849,0.6374722386628402,0.6008723296329539,Gonzales,Republican,rank-and-file Republican,26,105,118,196
412725,0.4264710215739748,0.33823993035777605,Gonzalez,Democrat,centrist Democrat,5,153,88,92
412822,0.7517716493014385,0.5410112769386036,Gooden,Republican,conservative Republican,8,153,45,58
412397,0.7902363805658328,0.5346203010926704,Gosar,Republican,conservative Republican,18,191,86,198
400158,0.5844196070773894,0.6048717326722637,Graves,Republican,rank-and-file Republican,11,81,77,101
412661,0.8079087347273485,0.7376789325732438,Grothman,Republican,conservative Republican leader,18,204,222,285
412793,0.8044888261955642,0.7187428162726412,Guest,Republican,conservative Republican leader,8,193,136,176
412748,0.6624224551948955,0.537648706908435,Hern,Republican,rank-and-file Republican,16,76,122,181
412609,0.6272321074299833,0.5840454687787184,Hill,Republican,rank-and-file Republican,22,83,98,177
412437,0.6620759143863261,0.6027226665917694,Huizenga,Republican,rank-and-file Republican,25,145,172,257
412816,0.6722820926525805,0.7710860826258519,Johnson [SD0],Republican,moderate Republican leader,28,107,187,330
412226,0.5304920562403685,0.09934636187024488,Jordan,Republican,centrist Republican follower ,1,12,1,1
412812,0.635387616516748,0.49873681970918377,Joyce [PA13],Republican,rank-and-file Republican,18,95,111,171
412435,0.25647245315624856,0.5356184489962471,Keating,Democrat,rank-and-file Democrat,16,205,81,127
412465,0.6830322844377869,0.9146762086888518,Kelly [PA16],Republican,moderate Republican leader,25,178,332,874
412724,0.6795743984454736,0.6127131509614807,Kustoff,Republican,rank-and-file Republican,25,131,92,119
412674,0.6237518847110027,0.8603015034446174,LaHood,Republican,moderate Republican leader,26,132,272,534
412510,0.7888710464631659,0.5432395984924405,LaMalfa,Republican,conservative Republican,19,198,147,220
412256,0.6344615033791523,0.5342730382414026,Latta,Republican,rank-and-file Republican,11,73,53,63
400247,0.5442782202444503,0.488796478025197,Lucas,Republican,centrist Republican,12,56,68,94
400249,0.18442362110390834,0.7176187288739065,Lynch,Democrat,progressive Democratic leader,10,338,233,308
456843,0.7002625532803312,0.5945929365815298,Mace,Republican,rank-and-file Republican,66,143,150,278
456837,0.6665799934496336,0.8641682702855412,Malliotakis,Republican,moderate Republican leader,46,304,332,863
412503,0.5321081141470745,0.6850062778135281,Massie,Republican,centrist Republican,19,66,196,420
400654,0.6169365136171471,1.0,McCaul,Republican,moderate Republican leader,5,117,318,371
456827,0.6391100091734929,0.7577885138262472,McClain,Republican,moderate Republican leader,17,42,51,57
400271,0.22901330405784426,0.7117142318216657,Meeks,Democrat,moderate Democratic leader,34,174,193,591
456820,0.901684924274915,0.5338328187122068,Miller [IL15],Republican,conservative Republican,25,251,118,329
412634,0.8138362963891903,0.5783031518179352,Moolenaar,Republican,conservative Republican,31,234,138,219
456851,0.62231818905338,0.571174971687715,Moore [UT1],Republican,rank-and-file Republican,27,153,146,238
412632,0.2588281489018477,0.6699947368704532,Moulton,Democrat,rank-and-file Democrat,11,403,78,90
456821,0.3286633573546814,0.14683040840747136,Mrvan,Democrat,moderate Democratic follower,2,191,13,13
412845,0.7009638386559276,0.7794703606162646,Murphy,Republican,moderate Republican leader,31,148,280,529
456848,0.7745762990559341,0.6916611968841201,Nehls,Republican,conservative Republican,23,255,201,356
456801,0.6192932917371735,0.3777319386031614,Obernolte,Republican,rank-and-file Republican,21,176,104,156
456852,0.7522332710619452,0.507144550728516,Owens,Republican,conservative Republican,17,201,34,40
412659,0.2905515009246823,0.21448139605136607,Plaskett,Democrat,moderate Democratic follower,16,118,36,47
412664,0.4569164975114159,0.015065095546132367,Radewagen,Republican,centrist Republican follower ,7,95,1,1
400340,0.5339713712581566,0.03640374595986886,Rogers [KY5],Republican,centrist Republican follower ,3,63,0,0
400341,0.6238353774622148,0.13807488399805282,Rogers [AL3],Republican,moderate Republican follower,11,99,37,41
412641,0.7782987728714893,0.5,Rouzer,Republican,conservative Republican,26,188,172,250
412692,0.7575496387760796,0.7084480002854806,Rutherford,Republican,conservative Republican leader,7,233,224,356
412534,0.3467289015815027,0.8218026158518751,Schneider,Democrat,moderate Democratic leader,22,285,199,302
400367,0.7751620323049545,0.2371042730803796,Sessions,Republican,lonley conservative Republican follower,13,198,53,64
412799,0.3125753842194187,0.6217792025132468,Sherrill,Democrat,rank-and-file Democrat,21,193,147,210
400376,0.5572265406260887,0.024678675456622067,Simpson,Republican,centrist Republican follower ,4,82,3,5
412217,0.7180599128960758,0.7964948044878589,Smith [NE3],Republican,moderate Republican leader,20,166,228,485
400380,0.6266027912791017,0.8907195420940598,Smith [NJ4],Republican,moderate Republican leader,41,148,178,356
456861,0.19632740692374645,0.41407506580491493,Stansbury,Democrat,rank-and-file Democrat,22,359,119,194
